id,artifact_id,name,level,max_level,rarity,attribute,skill1_name,skill1_quality,skill1_effect,skill2_name,skill2_quality,skill2_effect,skill3_name,skill3_quality,skill3_effect,skill4_name,skill4_quality,skill4_effect
3066399,301030201,サント・キャスク,1,5,3,3,回復性能,3,+15.6%,トリプルアタック確率,2,+4.8%,チェイン与ダメージUP,4,+8.4%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3047046,301100101,オミナス・ストーン,1,5,3,5,回避率,2,+4.8%,ダブルアタック確率,1,+6.6%,ターンダメージを軽減,4,+11.2%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
3045373,301100101,オミナス・ストーン,1,5,3,5,有利属性軽減,2,+4.8%,アビリティダメージ,1,+13.2%,HPが50%以下の時、被ダメージを軽減,2,+9.6%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2987889,301100101,オミナス・ストーン,1,5,3,3,有利属性軽減,1,+4.4%,アビリティダメージ,2,+14.4%,アビリティ与ダメージ上昇,2,+12000,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
2987074,301090101,オミナス・ホイッスル,5,5,3,1,弱体耐性,2,+7.2%,トリプルアタック確率,4,+7.6%,アビリティダメージ上限,3,+14.4%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
2987073,301100301,金華香炉,1,5,3,4,自属性攻撃力,4,+11.2%,アビリティダメージ,2,+14.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,4,+22.4%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
2986670,301050101,オミナス・トーテム,1,5,3,2,回避率,2,+4.8%,自属性攻撃力,2,+9.6%,奥義与ダメージ上昇,2,+120000,バトル開始時から1ターンの間被ダメージ減少,1,1000
2986560,301100101,オミナス・ストーン,1,5,3,2,トリプルアタック確率,2,+4.8%,自属性攻撃力,1,+8.8%,クリティカル発動時、ダメージ上限UP,3,+2.6%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2986559,301030201,サント・キャスク,1,5,3,2,弱体成功率,2,+7.2%,有利属性軽減,3,+5.2%,再生,1,440,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
2986505,401110401,幻麗の犀牙,1,1,4,6,通常攻撃後に自分の奥義ゲージUP(20%),1,,奥義発動時、自分にトリプルアタック確率UP/自属性追撃効果/HPを最大値の30%消費し、HPが0になると戦闘不能,1,,敵が特殊技を使用時に自分のHPを回復/弱体効果を1つ回復/奥義性能UP(累積),1,,アビリティ使用不可/奥義が発動可能な時、奥義を温存していても発動,1,
2986504,301080101,オミナス・フィアン,1,5,3,2,クリティカル確率,2,+14.4%,弱体耐性,3,+7.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2986182,301060101,オミナス・ペンダント,1,5,3,3,トリプルアタック確率,2,+4.8%,攻撃力,2,+1440,確率で強化効果が無効化されない,1,20%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
2985788,301020101,オミナス・リング,1,5,3,4,ダブルアタック確率,4,+8.4%,回避率,2,+4.8%,アビリティダメージ上限,1,+8.8%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
2985664,301080201,サント・シャッポー,1,5,3,5,ダブルアタック確率,1,+6.6%,弱体成功率,2,+7.2%,確率で強化効果が無効化されない,1,20%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
2974209,301020301,金華面具,1,5,3,1,奥義ダメージ,2,+14.4%,回避率,3,+5.2%,アビリティ与ダメージ上昇,2,+12000,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
2967523,301090301,金華銅鑼,1,5,3,2,HP,1,+660,弱体耐性,1,+6.6%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
2967499,301070201,サント・ブート,1,5,3,2,回避率,1,+4.4%,アビリティダメージ,2,+14.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2967468,301060101,オミナス・ペンダント,1,5,3,6,回復性能,2,+14.4%,回避率,3,+5.2%,ターンダメージを軽減,2,+9.6%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2967427,301060101,オミナス・ペンダント,1,5,3,6,回復性能,1,+13.2%,自属性攻撃力,1,+8.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
2967417,301020301,金華面具,1,5,3,6,奥義ダメージ,1,+13.2%,アビリティダメージ,2,+14.4%,アビリティダメージ上限,5,+12%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
2967398,301040201,サント・アルミュール,1,5,3,3,有利属性軽減,1,+4.4%,クリティカル確率,1,+13.2%,通常攻撃の与ダメージ上昇,1,+8800,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2967397,301040101,オミナス・ホーン,1,5,3,5,回避率,3,+5.2%,攻撃力,2,+1440,奥義ダメージ特殊上限UP,1,+4.4%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
2967381,301010101,オミナス・アミュレット,1,5,3,5,攻撃力,2,+1440,回避率,5,+6%,アビリティ与ダメージ上昇,4,+14000,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
2967380,301100301,金華香炉,1,5,3,5,防御,1,+8.8%,回復性能,1,+13.2%,最大HP上昇/防御力-70%,1,+8.8%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
2967261,301070101,オミナス・バンクル,1,5,3,1,攻撃力,4,+1680,有利属性軽減,3,+5.2%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2967249,301040201,サント・アルミュール,1,5,3,1,弱体耐性,2,+7.2%,クリティカル確率,2,+14.4%,奥義ダメージ上限,4,+8.4%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2951070,301030101,オミナス・ゴブレット,1,5,3,1,防御,3,+10.4%,有利属性軽減,4,+5.6%,HPが50%以下の時、被ダメージを軽減,3,+10.4%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
2937323,301100301,金華香炉,1,5,3,1,クリティカル確率,4,+16.8%,HP,2,+720,確率で強化効果が無効化されない,1,20%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
2937273,301080301,金華胸鎧,1,5,3,3,HP,3,+780,弱体成功率,2,+7.2%,クリティカル発動時、ダメージ上限UP,2,+2.4%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
2936410,301080101,オミナス・フィアン,1,5,3,3,弱体耐性,1,+6.6%,トリプルアタック確率,1,+4.4%,再生,4,560,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2907541,301030201,サント・キャスク,1,5,3,3,弱体成功率,3,+7.8%,HP,1,+660,HPが50%以上の時、トリプルアタック確率UP,3,+7.8%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
2905733,301060201,サント・リネット,1,5,3,6,弱体成功率,3,+7.8%,トリプルアタック確率,1,+4.4%,チェイン与ダメージUP,4,+8.4%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
2881410,301020201,サント・ジャセロン,1,5,3,5,弱体成功率,4,+8.4%,防御,1,+8.8%,通常攻撃ダメージ上限,4,+2.8%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
2783681,301020301,金華面具,1,5,3,6,クリティカル確率,5,+18%,奥義ダメージ,4,+16.8%,再生,4,560,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
2783672,301100301,金華香炉,1,5,3,2,回復性能,4,+16.8%,防御,2,+9.6%,アビリティダメージ上限,5,+12%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
2783660,301100101,オミナス・ストーン,1,5,3,1,有利属性軽減,3,+5.2%,奥義ダメージ,2,+14.4%,HPが100%の時、与ダメージUP,1,+2.2%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
2783639,301040301,金華革帯,1,5,3,6,回復性能,1,+13.2%,ダブルアタック確率,2,+7.2%,HPが100%の時、与ダメージUP,4,+2.8%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2783638,301010101,オミナス・アミュレット,5,5,3,1,防御,1,+8.8%,ダブルアタック確率,1,+9.6%,アビリティ与ダメージ上昇,1,+13500,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,2個
2783624,301010201,サント・クローヌ,1,5,3,1,ダブルアタック確率,3,+7.8%,自属性攻撃力,2,+9.6%,クリティカル発動時、ダメージ上限UP,1,+2.2%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2783610,301030101,オミナス・ゴブレット,1,5,3,5,回避率,2,+4.8%,弱体成功率,3,+7.8%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
2783597,301020101,オミナス・リング,1,5,3,6,攻撃力,1,+1320,ダブルアタック確率,3,+7.8%,奥義ダメージ上限,4,+8.4%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2783584,301040101,オミナス・ホーン,1,5,3,1,防御,5,+12%,アビリティダメージ,1,+13.2%,HPが100%の時、与ダメージUP,2,+2.4%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
2783576,301010101,オミナス・アミュレット,1,5,3,6,ダブルアタック確率,3,+7.8%,クリティカル確率,1,+13.2%,奥義ダメージ特殊上限UP,2,+4.8%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2783571,301090101,オミナス・ホイッスル,1,5,3,1,有利属性軽減,3,+5.2%,攻撃力,5,+1800,再生,3,520,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
2783570,301080101,オミナス・フィアン,1,5,3,6,弱体成功率,1,+6.6%,ダブルアタック確率,1,+6.6%,チェイン与ダメージUP,4,+8.4%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
2783546,301050201,サント・ローブ,1,5,3,1,クリティカル確率,3,+15.6%,有利属性軽減,1,+4.4%,HPが50%以上の時、トリプルアタック確率UP,2,+7.2%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2783529,301100301,金華香炉,1,5,3,5,ダブルアタック確率,1,+6.6%,アビリティダメージ,5,+18%,クリティカル発動時、ダメージ上限UP,3,+2.6%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
2762131,301010201,サント・クローヌ,1,5,3,6,回避率,2,+4.8%,有利属性軽減,4,+5.6%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
2762070,301070301,金華覆装,1,5,3,6,弱体成功率,2,+7.2%,有利属性軽減,3,+5.2%,最大HP上昇/防御力-70%,2,+9.6%,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
2740988,301090101,オミナス・ホイッスル,1,5,3,6,クリティカル確率,5,+18%,防御,1,+8.8%,通常攻撃ダメージ上限,2,+2.4%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2740971,301020101,オミナス・リング,1,5,3,4,ダブルアタック確率,1,+6.6%,アビリティダメージ,2,+14.4%,ターンダメージを軽減,2,+9.6%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
2740800,301030301,金華旗幟,1,5,3,1,奥義ダメージ,3,+15.6%,弱体成功率,5,+9%,HPが50%以下の時、被ダメージを軽減,2,+9.6%,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
2740753,301080101,オミナス・フィアン,1,5,3,1,回復性能,2,+14.4%,クリティカル確率,3,+15.6%,確率で強化効果が無効化されない,1,20%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
2740750,301010201,サント・クローヌ,1,5,3,1,弱体耐性,4,+8.4%,アビリティダメージ,1,+13.2%,アビリティ与ダメージ上昇,3,+13000,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
2740642,301040201,サント・アルミュール,1,5,3,6,自属性攻撃力,1,+8.8%,回復性能,2,+14.4%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
2740638,301030101,オミナス・ゴブレット,1,5,3,4,防御,2,+9.6%,アビリティダメージ,1,+13.2%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
2740422,301090301,金華銅鑼,1,5,3,4,アビリティダメージ,1,+13.2%,回避率,3,+5.2%,奥義ダメージ特殊上限UP,1,+4.4%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2740283,301070201,サント・ブート,1,5,3,1,有利属性軽減,1,+4.4%,攻撃力,1,+1320,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,5,+24%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2740282,301040301,金華革帯,1,5,3,1,回避率,2,+4.8%,有利属性軽減,3,+5.2%,アビリティダメージ上限,1,+8.8%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
2737913,301060201,サント・リネット,1,5,3,3,奥義ダメージ,1,+13.2%,攻撃力,2,+1440,奥義ダメージ特殊上限UP,1,+4.4%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2737912,301050201,サント・ローブ,1,5,3,5,アビリティダメージ,2,+14.4%,弱体耐性,5,+9%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
2737735,301030101,オミナス・ゴブレット,1,5,3,1,奥義ダメージ,3,+15.6%,自属性攻撃力,1,+8.8%,最大HP上昇/防御力-70%,4,+11.2%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
2723305,301070101,オミナス・バンクル,1,5,3,6,防御,2,+9.6%,HP,3,+780,最大HP上昇/防御力-70%,3,+10.4%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
2715099,301080201,サント・シャッポー,1,5,3,5,トリプルアタック確率,4,+5.6%,防御,1,+8.8%,奥義与ダメージ上昇,3,+130000,バトル登場時に一度だけ自分の与ダメージUP,1,3%
2639429,301070301,金華覆装,1,5,3,6,弱体耐性,2,+7.2%,自属性攻撃力,3,+10.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,4,+22.4%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
2638571,301060301,金華望鏡,1,5,3,5,有利属性軽減,1,+4.4%,自属性攻撃力,3,+10.4%,ターンダメージを軽減,1,+8.8%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
2638302,301070301,金華覆装,1,5,3,6,有利属性軽減,2,+4.8%,クリティカル確率,2,+14.4%,チェイン与ダメージUP,3,+7.8%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
2638269,301100201,サント・キャプション,1,5,3,4,アビリティダメージ,2,+14.4%,トリプルアタック確率,3,+5.2%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
2625073,301080201,サント・シャッポー,1,5,3,2,有利属性軽減,4,+5.6%,弱体耐性,1,+6.6%,ターンダメージを軽減,1,+8.8%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
2622685,301010301,金華羽飾,1,5,3,1,HP,2,+720,回避率,2,+4.8%,HPが50%以上の時、トリプルアタック確率UP,5,+9%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
2604343,301070201,サント・ブート,1,5,3,1,回復性能,5,+18%,有利属性軽減,2,+4.8%,HPが50%以上の時、トリプルアタック確率UP,5,+9%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
2604321,301050201,サント・ローブ,1,5,3,1,弱体成功率,5,+9%,ダブルアタック確率,4,+8.4%,確率で強化効果が無効化されない,1,20%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
2604320,301010101,オミナス・アミュレット,1,5,3,2,防御,2,+9.6%,アビリティダメージ,4,+16.8%,通常攻撃の与ダメージ上昇,3,+10400,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
2604115,301100201,サント・キャプション,1,5,3,1,弱体耐性,2,+7.2%,有利属性軽減,1,+4.4%,クリティカル発動時、ダメージ上限UP,2,+2.4%,バトル開始時から1ターンの間被ダメージ減少,1,1000
2604089,301050301,金華名鏡,1,5,3,5,自属性攻撃力,1,+8.8%,回避率,2,+4.8%,HPが50%以上の時、トリプルアタック確率UP,2,+7.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2604087,301050301,金華名鏡,5,5,3,1,アビリティダメージ,2,+17.4%,クリティカル確率,3,+18.6%,HPが100%の時、与ダメージUP,5,+3.5%,バトル開始時に自分に一定個数ランダムな強化効果,1,2個
2604043,301040301,金華革帯,1,5,3,5,弱体耐性,4,+8.4%,防御,2,+9.6%,HPが50%以下の時、被ダメージを軽減,5,+12%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
2604021,301050301,金華名鏡,1,5,3,6,クリティカル確率,3,+15.6%,回避率,1,+4.4%,HPが100%の時、与ダメージUP,1,+2.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2603779,401110403,幻麗の玉石,1,1,4,6,バトル開始時、最大HPの20％消費し自分にバリア効果,1,,バトル開始時、自分にガッツ効果,1,,ターン終了時に瀕死状態の時、一度だけ自分にバリア効果,1,,瀕死状態ではない場合、バリア効果が発揮されない,1,
2603754,301040101,オミナス・ホーン,1,5,3,5,有利属性軽減,3,+5.2%,クリティカル確率,3,+15.6%,HPが100%の時、与ダメージUP,1,+2.2%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
2603714,301060101,オミナス・ペンダント,1,5,3,2,回避率,4,+5.6%,クリティカル確率,5,+18%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,5,+24%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2603686,301090201,サント・ボアトムジーク,1,5,3,1,弱体成功率,2,+7.2%,奥義ダメージ,1,+13.2%,再生,3,520,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2603584,301010201,サント・クローヌ,1,5,3,1,アビリティダメージ,3,+15.6%,奥義ダメージ,3,+15.6%,通常攻撃の与ダメージ上昇,1,+8800,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2603504,301010101,オミナス・アミュレット,1,5,3,1,回避率,5,+6%,HP,4,+840,最大HP上昇/防御力-70%,1,+8.8%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2603226,301030301,金華旗幟,1,5,3,1,クリティカル確率,5,+18%,自属性攻撃力,3,+10.4%,奥義与ダメージ上昇,1,+110000,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
2603225,301090301,金華銅鑼,1,5,3,3,クリティカル確率,1,+13.2%,防御,5,+12%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
2603146,301020301,金華面具,1,5,3,4,防御,5,+12%,トリプルアタック確率,1,+4.4%,アビリティ与ダメージ上昇,3,+13000,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
2603081,301040101,オミナス・ホーン,1,5,3,3,弱体耐性,1,+6.6%,回復性能,1,+13.2%,ターンダメージを軽減,1,+8.8%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
2603054,301030101,オミナス・ゴブレット,1,5,3,5,弱体耐性,2,+7.2%,自属性攻撃力,5,+12%,通常攻撃の与ダメージ上昇,5,+12000,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
2595297,301030101,オミナス・ゴブレット,1,5,3,6,アビリティダメージ,1,+13.2%,攻撃力,4,+1680,HPが50%以下の時、被ダメージを軽減,2,+9.6%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2595295,301040101,オミナス・ホーン,1,5,3,1,回避率,1,+4.4%,自属性攻撃力,3,+10.4%,HPが50%以下の時、被ダメージを軽減,2,+9.6%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
2583800,301010201,サント・クローヌ,1,5,3,1,弱体成功率,1,+6.6%,ダブルアタック確率,5,+9%,クリティカル発動時、ダメージ上限UP,4,+2.8%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2583798,301070301,金華覆装,1,5,3,6,トリプルアタック確率,3,+5.2%,防御,4,+11.2%,再生,2,480,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2583796,301030201,サント・キャスク,1,5,3,5,アビリティダメージ,2,+14.4%,クリティカル確率,1,+13.2%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
2583795,301050101,オミナス・トーテム,1,5,3,4,回避率,4,+5.6%,HP,1,+660,奥義ダメージ特殊上限UP,3,+5.2%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
2547775,301040201,サント・アルミュール,1,5,3,2,アビリティダメージ,4,+16.8%,クリティカル確率,5,+18%,クリティカル発動時、ダメージ上限UP,4,+2.8%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
2485971,301050101,オミナス・トーテム,1,5,3,6,アビリティダメージ,3,+15.6%,攻撃力,1,+1320,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,4,+16.8%,バトル開始時から1ターンの間被ダメージ減少,1,1000
2426553,301080301,金華胸鎧,1,5,3,1,奥義ダメージ,4,+16.8%,弱体耐性,2,+7.2%,奥義ダメージ特殊上限UP,2,+4.8%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
2426547,301020201,サント・ジャセロン,1,5,3,2,有利属性軽減,1,+4.4%,回避率,1,+4.4%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
2426544,301080101,オミナス・フィアン,1,5,3,1,奥義ダメージ,2,+14.4%,弱体成功率,1,+6.6%,ターンダメージを軽減,2,+9.6%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
2426475,301100101,オミナス・ストーン,5,5,3,1,有利属性軽減,3,+5.2%,トリプルアタック確率,3,+5.2%,アビリティ与ダメージ上昇,3,+18000,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,30000000
2426473,301010101,オミナス・アミュレット,1,5,3,2,アビリティダメージ,1,+13.2%,ダブルアタック確率,3,+7.8%,奥義ダメージ上限,1,+6.6%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
2426451,301050301,金華名鏡,1,5,3,1,回避率,1,+4.4%,ダブルアタック確率,1,+6.6%,奥義与ダメージ上昇,1,+110000,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
2426420,301080301,金華胸鎧,1,5,3,3,弱体成功率,3,+7.8%,弱体耐性,3,+7.8%,アビリティダメージ上限,2,+9.6%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2426416,301050301,金華名鏡,1,5,3,6,防御,1,+8.8%,回避率,4,+5.6%,チェイン与ダメージUP,4,+8.4%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
2426371,301050101,オミナス・トーテム,1,5,3,1,クリティカル確率,2,+14.4%,アビリティダメージ,2,+14.4%,最大HP上昇/防御力-70%,4,+11.2%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
2426369,301030301,金華旗幟,1,5,3,3,クリティカル確率,5,+18%,アビリティダメージ,3,+15.6%,HPが50%以上の時、トリプルアタック確率UP,2,+7.2%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
2426347,301040201,サント・アルミュール,5,5,3,1,アビリティダメージ,1,+16.2%,HP,3,+780,ターンダメージを軽減,2,+11.6%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,150回
2426320,301040201,サント・アルミュール,1,5,3,5,防御,1,+8.8%,有利属性軽減,2,+4.8%,通常攻撃の与ダメージ上昇,1,+8800,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
2425612,301050301,金華名鏡,1,5,3,4,トリプルアタック確率,1,+4.4%,回復性能,1,+13.2%,最大HP上昇/防御力-70%,1,+8.8%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
2425560,301020201,サント・ジャセロン,1,5,3,1,回避率,4,+5.6%,弱体耐性,1,+6.6%,最大HP上昇/防御力-70%,1,+8.8%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
2425509,301080201,サント・シャッポー,1,5,3,1,弱体成功率,5,+9%,回避率,2,+4.8%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
2425508,301040201,サント・アルミュール,1,5,3,1,HP,4,+840,回避率,4,+5.6%,確率で強化効果が無効化されない,1,20%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
2425453,301060201,サント・リネット,1,5,3,5,攻撃力,3,+1560,弱体成功率,2,+7.2%,クリティカル発動時、ダメージ上限UP,1,+2.2%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
